V1v,V1d,V2v,V2d,V3v,V3d,hV4,VO1,VO2,PHC1,PHC2,MST,hMT,LO2,LO1,V3b,V3a,IPS0,IPS1,IPS2,IPS3,IPS4,IPS5,SPL1
0.6781406341154042,0.6578061717805309,0.6677942957416452,0.6041350155614399,0.753803413128142,0.6226867704386126,0.8132200881784721,0.48324315277949387,0.08876328325435506,0.1602733094879264,0.3204045112758995,0.6889842454668234,0.3781582361278667,0.6444921194445489,0.5997083003975877,0.6176308690701602,0.42685235035262875,0.29632367196964426,0.7265760615195248,0.6823689056623274,0.648815257217696,0.5897965398713134,0.5368564987902608,0.7388791392220446
0.5555819149140431,0.8136752543783358,0.7880010861751274,0.3013405624268626,0.3459278544987252,0.6011190219010768,0.3874643016784299,0.3118587631219858,0.345736953842521,0.5071130196197593,0.4400664997154631,0.12774284111695872,0.13409206809696408,0.18297052932756636,0.348154974067119,0.20030257693445222,0.4066310496557586,0.49595053960341734,0.737447734301261,0.7176585571590297,0.7011151257667749,0.7288397695498277,0.7103289783121319,0.7879986581916336
0.5814731811780692,0.8072445766683568,0.6524144821972813,0.6153719095214745,0.5228643040150731,0.5488777275249684,0.6316605967318387,0.1946944563714641,0.3956967272136558,-0.05912825020108422,0.08537431955353741,0.2926098511529617,0.3305478757950648,0.3387504600510284,0.20250660614059704,0.5596775583710776,0.582916391571436,0.6125347806801839,0.7045415611187605,0.6065782900222838,0.4586841236531579,0.6329418675509331,0.45137530706391876,0.25264627210006574
0.6637943665876718,0.841262447950716,0.789955974098586,0.8806169866143597,0.22684616115379394,0.8509439557789727,0.6367877845520743,0.521242811781696,0.3467204374154083,0.6421741155038173,0.6424126063573216,0.634755832982354,0.6106155084698417,0.7008954578796224,0.8958671113864215,0.7513010346337213,0.6172353859972937,0.5506035328711407,0.48728743409116027,0.6809767391265489,0.5239471365497675,0.6469235813574868,0.7399523563891371,-0.042805806845419056
0.5748026748543551,0.8626636739519837,0.7376988297307402,0.696334676040273,0.08875178055816056,-0.008372167844915063,0.18663679992311638,0.48781253923418816,0.03331406398588548,-0.05294313967842629,-0.20533988857692362,-0.20434306030804084,-0.02501219972244425,0.19123365774511672,0.427580676026646,0.5103683255560945,0.4759372935940087,0.058701214320984296,-0.009227712302414561,0.356020443128966,0.5865775892846005,0.28670045471067757,0.44668748381401785,0.5682831926058844
0.8076820589928857,0.7925078019400003,0.38924640039819225,0.7094706027967094,0.6579489192601974,0.47381008053033713,-0.47863953437720724,0.7572983523676767,0.7478785567249687,0.702478761613051,0.6531689863351242,0.6435945968568005,0.6674333938711406,0.6580716716227124,0.631185836464054,0.054030604308865485,0.13615903752645583,0.44805972946398387,0.43362458824137046,0.040595248908150326,0.08432154570054337,0.1329452312303719,0.4391789886881684,0.537065137030345
0.8536003517064457,0.8650214077464846,0.8367006364576458,0.9007759100983961,0.8266439579353553,0.8162848177629799,0.7060578159180115,0.6454676606261066,0.5908823344584563,0.6953777468708089,0.7505826188351287,0.3950997228958249,0.49961041320364874,0.6286218789043125,0.6614822582234557,0.6470343635814408,0.6485275083290671,0.563922434206989,0.6450356837534169,0.7772728534617531,0.4725970879426085,0.3944899126406076,0.6589874830333106,0.6541505276174112
0.12983197650616016,0.8231460488522482,0.7372234490115471,0.4849785800260466,0.6213562914467736,0.6209128548404395,0.5864399819707561,0.14787658614095567,0.5765827332834259,0.08907493332094446,-0.22401752754739324,0.6771765971342976,-0.24101814034209762,0.5274012494568548,0.13228017001971368,-0.0347258776797078,-0.33939122724125637,0.06838091528867007,0.3331388002688772,0.21431877235904404,0.3136274352842996,-0.095771921230838,0.37108354718781966,0.2911022746216586
0.4474819215428904,0.784939236775241,0.7094279842137363,0.88192304273218,0.747794113849916,0.5661268100781383,0.6397363157139428,0.5457951056806694,0.4754135447982981,0.4477522257753907,0.245374538465711,-0.08751099081447965,0.3135252608094907,0.4238568892614857,0.6452315569399465,0.7501859912309995,0.24190284772490672,-0.5320955629576751,0.09629693764410542,-0.22539650037290593,-0.391532810184313,-0.3792573619929837,-0.3460362507214232,0.19218800322404123
0.8483128682631705,0.7437310297134502,0.62207884733562,0.8627903954346443,0.6079880337440045,0.7290564385901048,0.4669041724015507,0.13778277415433926,0.12784421553822614,0.3717525720014664,-0.11975806028473597,0.19429234732187362,0.07740955986998177,0.09498005942206077,0.5772940302772727,0.6647405430455409,0.5470223751069987,0.6017312008294025,0.5964579440557043,0.743856339791554,0.75308737231632,0.5909803270311048,0.7073754779023098,0.7220579966079428
0.7303009291787411,0.7352324409023455,0.6294780618763369,0.6783651726370734,0.33579328707992867,0.6112113020476286,0.511945217366087,0.169629843004707,0.340862332461715,0.6066607679479771,0.6387496736371842,0.4622116165220831,0.5677134571070175,0.5257727602952891,0.778231799764183,0.7287587345314179,0.5653457123018435,0.7648357062472726,0.7278765107945298,0.811148308876433,0.6726528596781073,0.5976731515392995,0.82136714753734,0.8376783236168824
0.8863536582506374,0.9180922768122352,0.3584042889737674,0.85596740032338,0.038609261571170755,0.7062160934988103,-0.05585518407956238,0.07753400841159214,0.20983317122685144,0.30552225357189683,0.31738196146980036,0.11822274012034167,0.3300086531659729,0.23146916070203458,0.7519061373834508,0.2896521541096427,0.2155532349956847,0.30644063236273145,0.4157699464871283,0.3251439162100511,0.4990243892424971,0.4149682782106033,0.4645823316399525,0.3821518950683211
0.18583091000571572,0.7586172138051691,0.744024028885844,0.8281325064372513,0.8070035064450195,0.7273901374364111,0.4238328106575017,0.7103692790456652,-0.41245547073232947,-0.3381813408346437,-0.4346271730570009,0.5018885985357525,0.6457538079756957,0.548232118919959,0.7409616595815266,0.6501470530947031,0.700781647545574,0.37185702510236446,0.2520583110988788,0.33474898225845723,0.3579479715067484,0.23439846345597778,0.3448009279032306,0.48899121022495495
0.8765602599238599,0.9289340058553333,0.8652507109800783,0.8658713519657221,0.7823870913451785,0.8134024097101107,0.623358835692245,0.6993018125650604,0.6122207320213965,0.6564495932012515,0.7601127786291018,0.6267380714028683,0.7046898690682032,0.7788551395327663,0.9010885536852054,0.8075898481049613,0.7447694025330764,0.5243143002232572,0.45139538564539616,0.5573575372083491,0.5455420399967603,0.4420652620922187,0.04072774487285098,0.7573945723226159
0.833453196275471,0.8382793413250724,0.719879350582379,0.8121584932372438,0.32381735154548275,0.7377733639569851,0.7003113581845852,0.7518029833442773,-0.5156131774491851,-0.4336550679613834,-0.47834537597292054,0.4943561817022641,0.17452488374146297,0.5176350844900326,0.5954550736975049,0.717046658156448,0.5458712683196386,0.30838833708444835,0.5270971805825222,0.6834460036677309,0.4101874859814169,-0.255477197161567,-0.35647670582816127,0.3446413832268567
0.8865563380558229,0.811672342453779,0.5496525785798042,0.6933681504757038,0.22762286826608105,0.4377416652725921,0.40385268694988474,0.6505071773219062,0.1910144510535569,0.4764380370707445,0.5340283535835465,0.5963361383365814,0.43069567211063725,0.3291509745595382,0.07171239259874891,0.8358589668379007,0.4667208882337731,0.7779726084480352,0.6145399686157434,0.2555449088843778,0.5697131355464277,0.5362829816643034,0.3772677651720383,0.47010612135414415
0.6913261571065245,0.6936143163087416,0.1029750515640911,0.7481175522077153,0.3366248916875259,0.7684699559445928,0.6733319965776147,0.5496840250573272,0.5502177784350675,0.6421968171560926,0.0536620283932809,0.6945620149804579,0.795731115992645,0.8308888233280487,0.608170845810963,0.4440414937677875,0.6006348962415903,0.6551503846597371,0.5164272223138568,0.4459136623078135,0.4026576031635605,0.08698467550578429,0.3894757752146447,0.15720198905089783
0.793579855536067,0.7521920059393619,0.5678424343526827,0.8672003430318745,0.31955256092315865,0.644788567369472,0.5568493891436607,0.16618262053348307,-0.2993937928354018,-0.28968884135683387,-0.2633903877444973,0.3354923516685368,0.3698106907739229,0.5784190956793342,0.5560685757254883,0.6127135749335632,0.5823788697182432,0.5831010941337195,0.5876363056065241,0.5987625095867262,0.2438750579121864,0.24615504639491725,0.3496490286340962,0.5464754542101803
0.8344769164957029,0.8436413346359514,0.8435658522921281,0.7461942731694301,0.7369086189932071,0.42042029947805787,0.6204015373017312,0.577189032097336,0.5695228032296005,0.5923846576703431,0.7385830495227733,0.05145591564942618,0.3105737822521211,0.7252813703346277,0.5543284220557265,0.6839843622882286,0.5044778834221797,0.7629742947538558,0.86330205172015,0.680131565537074,0.3786276499507991,0.44494101903955685,0.48212824442103047,0.1678247098781593
0.6783024649607505,0.7147384597856791,0.8604595930062936,0.8551690401529626,0.6680869099773252,0.6760684945333845,0.7419582793830723,0.5636486961218252,0.20475191734931183,0.4117817122357099,0.022740081565185664,0.5545080813678633,0.4726105667370489,0.23760493914274416,0.10854197104913224,0.5421998390723943,0.3937703411397434,0.37484681292345917,0.6154578150929488,0.7393970065704694,0.8343573732584176,0.7109673003476638,0.7611689242698387,0.760426753276092
0.5640357609863675,0.8763196881000755,0.5912921949808256,0.6514350332362103,0.7578903179552849,0.5107025393220493,0.7459646958897342,0.571147578602095,0.35340246884090865,0.6031559523346075,0.47231929661698513,0.15310497222074504,0.5732852110120643,0.6344577270787213,0.6968952452054272,0.3026139111041333,0.0852310687983491,-0.36493804530653823,0.6248222134896538,0.6568685575807867,-0.4015003946817945,0.19661863845879946,0.5617111933262454,-0.33707272766954977
0.5943130169522507,0.8393156514650889,0.46304651466977603,0.7875258720484781,0.5381465332165547,0.6426216412128793,0.4164828976828862,0.31078700811576293,0.26520969715864307,0.19571465603058216,0.44159767569587766,0.5972078287663052,0.5517671479591434,0.6482753218996898,0.4346348090242469,0.5852715578357849,0.6285112303473862,0.31170515012816186,0.18095158915185655,0.4423204609520887,0.5992879560012709,0.33757591035078593,0.4008762433168719,0.42215928111918083
0.48372396041886395,0.6400447921754614,0.34306070254748794,0.6839154192219169,0.20575400585282938,0.7463773172771081,0.5922404563559096,0.4168458965349699,0.23494762265367625,0.2874896677538292,-0.1622976759917996,0.6032825934730377,0.6984643827458493,0.6733488771063335,0.3708740866407839,0.6550072260456484,0.4992105967716435,0.5073876682991152,0.5747245145737616,0.5623817452778785,0.4853514882964782,0.4765526707714677,0.6878769509798821,0.16555490562260863
0.8267873160075669,0.8777026164950472,0.7943634557848251,0.773659603951523,0.7574577860232283,0.509368180428529,0.40097791166573216,0.6528937770577746,0.6287021965315056,-0.07927454534300206,0.568083472989832,-0.3213481446425646,-0.3594634854567834,0.07130668617125273,0.076848451449461,0.3129698648896028,0.20246780976717152,0.47619832816729807,0.7203007163868071,0.7342294663069494,0.5598771438425301,0.5302921188090707,0.7227369267288087,0.7535981943232094
0.7853695318381027,0.7753140605337138,0.8292613443672523,0.7050365489946788,0.7731965506530152,0.7035003055929245,0.7324081479844539,0.8070764916437665,0.6829543790331655,0.6870608156465972,0.5451234158399059,0.1530193063263342,0.7155249582777742,0.7799041709683672,0.6726103701059459,0.538357232998085,0.5678612368182612,0.5495154638338262,0.5709223392911591,0.7003830101246568,0.34575923343383647,0.5281108549789347,0.6334826598401714,0.5939581988662964
0.8876303299919442,0.8669006795660485,0.9008894938163441,0.7138985574708002,0.7716710725724555,0.7705859060655225,0.7249759293884859,0.791462300771242,0.5404149194690973,0.6431421726769524,0.31180147634700367,0.1193650842548796,0.3650985263534887,0.6655758297299701,0.8060871351701171,0.6046698052966168,0.20907847249890074,0.38597816221328385,0.41182653474587516,0.13322488405402183,0.8326992669452961,0.5697885059565225,0.6635059171986406,0.7860525699554435
0.7409624929175617,0.8713781891586584,0.709970103419866,0.8363091115824763,0.6251796537241188,0.8671930270910957,0.6702609639261002,0.7160238846036345,0.5086306122528085,0.6368048371877697,0.5649232400312423,0.5100020099046397,0.5883869426354164,0.6223451766732614,0.4040325772394292,0.3781503418616043,0.5739399684581608,0.25770748787970105,-0.11292953782450255,0.20488378294564197,0.278100422519901,-0.11106137300092479,0.094668167262314,0.3903409521023903
0.6649988754542118,0.7906024132085702,0.6934099071273685,0.726340618198745,0.4452451659633324,0.7607782964414075,0.3959175044920191,0.3932440025601195,0.2963034225434421,0.7063984455482132,0.7184309322856031,-0.3602618426147076,-0.14906148405518876,0.5982753171541084,0.47924122209898196,-0.25243188061115185,0.3596487513497245,0.5941767301765505,0.7716109132211239,0.7155400930740116,0.48763802221188857,0.5285638413178978,0.5201519323121158,0.6037527810765788
0.8484112197959907,0.8909745191116439,0.751159018393801,0.8402143012090907,0.6958301487020317,0.7645938403889775,0.6121954494233751,0.45326589669502537,0.37069558819938797,0.4160312459789934,0.5302865389861976,0.6258717426976227,0.6835066821903173,0.479393274015955,0.49049943965507214,0.774690491671905,0.5655335744746119,0.47208492692040094,0.4668875583650267,0.5437858570359995,0.7187135243335349,0.4623456092687272,0.5584345508113511,0.6513270056863784
0.7520807316963859,0.6205935909650312,0.7230839611673406,0.5582558168004697,0.5250783451786862,0.4573189284398615,0.7016292076467366,0.6191235960870061,0.25779181213251756,0.15606402297678448,0.1837955339540187,0.5579985898711861,0.6151918748433726,0.603329512288,0.5029244284790831,0.7227005976207312,0.4938724069414753,0.6374324029088932,0.6378617032743084,0.6759837950995029,0.8099806581955704,0.5844793925809613,0.5416436702556907,0.6048271697880881
